A.PROJ_NO,A.BLK_NO,A.LTH,A.BTH,A.HGT,A.NET_WGT,WKA_CD,DTL_ARNO_CD,IN_OUT_AREA,A.IA_NOW_P_STG,A.IA_NOW_FNDT,LOGI_CHK_DESC,LOGI_CHK_DT,LOGI_UPLOAD_DT,후공정 대기 기간,AF_CODE_DESC,IA_AF_STDT,IA_AF_WKA_NM,IA_AF_WK_CENT_DSC,EXP_PRE_OUTFIT_STDT,A.IA_AF_STDT
 SN2611, D340P,20,13,4.2,31, PT2B,6, 사내, 도장(Paint),20240229, 선행의장,20240122,20240122, 17일, 올리기(BLOCK LIFT UP),20240311,,,,
 SN2611, D340S,20,13,4.2,31, 3K,10, 사내, 도장(Paint),20240304, 선행의장,20240122,20240122, 12일, 올리기(BLOCK LIFT UP),20240306,,,,
 SN2611, D350P,15.5,13,4.2,24, PT1B,8, 사내, 도장(Paint),20240304,,,, 17일, 올리기(BLOCK LIFT UP),20240311,,,,
 SN2611, D350S,15.5,13.5,4.9,24, 3R51,5, 사내, 도장(Paint),20240306,,,,, 올리기(BLOCK LIFT UP),20240306,,,,
 SN2611, D360P,15,13.5,4.9,23, PT1A,8, 사내, 도장(Paint),20240304,,,,, 올리기(BLOCK LIFT UP),20240311,,,,
 SN2611, D360S,15,13,4.2,23, 3R43,1, 사내, 도장(Paint),20240228,,,,, 올리기(BLOCK LIFT UP),20240306,,,,
 SN2611, D370P,19.8,13,4.2,32, 3L,4, 사내, 내업의장,20240221, 선행의장,20240220,20240222,, 도장(Paint),20240229, FPS, 선행도장부선행도장3과,,
 SN2611, D370S,19.8,13,4.2,32, 3L,4, 사내, 내업의장,20240221, 선행의장,20240220,20240222,, 도장(Paint),20240227, 3K, 선행도장부선행도장1과,,
 SN2611, D380P,15.5,13,4.2,25, UB,4, 사내, 내업의장,20240221,,,,, 도장(Paint),20240228, H, 선행도장부선행도장2과,,
 SN2611, D380S,15.5,13,4.2,25, S2,15, 사내, 내업의장,20240221,,,,, 도장(Paint),20240227, 3K, 선행도장부선행도장1과,,
 SN2611, D390P,15,13,4.2,24, OB,2, 사내, TURN OVER,20240219,,,,, 도장(Paint),20240228, H, 선행도장부선행도장2과,,
 SN2611, D390S,15,13,4.2,23, UC,4, 사내, 내업의장,20240221,,,,, 도장(Paint),20240227, 3K, 선행도장부선행도장1과,,
 SN2611, D400P,17.3,13,4.2,30, DK2,1, 사외, 내업의장,20240208, 선행의장,20240213,20240214,, TURN OVER,20240304,,,,
 SN2611, D400S,17.3,13,4.2,30, DK2,1, 사외, 내업의장,20240208, 선행의장,20240213,20240214,, TURN OVER,20240304,,,,
 SN2611, D410P,19.6,12.4,4.3,37, 3J,3, 사내, 내업의장,20240220, 선행의장,20240220,20240220,, TURN OVER,20240304,,,,
 SN2611, D410S,19.6,13,4.1,37, HSG2,1, 사외, 내업의장,20240215, 선행의장,20240217,20240219,, TURN OVER,20240304,,,,
 SN2611, D500S,7.9,5.1,2.4,4, 3C,12, 사내, 도장(Paint),20240205, 도장,20240206,20240206,, 올리기(BLOCK LIFT UP),20240222,,,,
 SN2611, D530S,15.5,5,2.2,16, 3P,18, 사내, 도장(Paint),20240220, 도장,20240221,20240221,, TURN OVER,20240229,,,,
 SN2611, D540S,3.5,5,2.2,2, BNG9,1, 사외, 대조립(ASSEMBLY),20240111,,,,, 내업의장,20240109, 3J, 선행의장부선행의장1과,,
 SN2611, D610S,9.1,5.8,4,10, 3P,17, 사내, 도장(Paint),20240229, 선행의장,20240215,20240219,, TURN OVER,20240306,,,,
 SN2611, D620S,3.4,12.2,5.8,17, 3P,6, 사내, 내업의장,20240208, 선행의장,20240213,20240219,, 도장(Paint),20240221, 3K, 선행도장부선행도장1과,,
 SN2611, D630S,5.8,12.1,3.4,12, 3P,15, 사내, 도장(Paint),20240229, 선행의장,20240216,20240219,, TURN OVER,20240304,,,,
 SN2611, D710S,14.5,5.2,5.9,7, 3P,6, 사내, 내업의장,20240116,,,,, 도장(Paint),20240221, 3K, 선행도장부선행도장1과,,
 SN2611, D720S,7.5,12.3,3.1,25, 2Q,1, 사내, 내업의장,20240123,,,, -24일, 도장(Paint),20240222, H, 선행도장부선행도장2과,20240130,
 SN2611, D730S,18.5,6.8,6.2,19, OFD,1, 사내, 내업의장,20240202,,,, 6일, 도장(Paint),20240229, FPS, 선행도장부선행도장3과,,
 SN2611, D740S,18.4,10.5,4.2,49, 3O,1, 사내, 내업의장,20240219, 선행의장,20240220,20240222, 0일, 도장(Paint),20240223, 3K, 선행도장부선행도장1과,,
 SN2611, D750S,10,17.2,5.9,21, 3I,14, 사내, 내업의장,20240226,,,, -1일, 도장(Paint),20240312, 3K, 선행도장부선행도장1과,20240222,
 SN2611, D770S,7.9,4.5,3.7,7, 3L,2, 사내, 내업의장,20240202, 선행의장,20240203,20240219, -1일, 도장(Paint),20240222, 3K, 선행도장부선행도장1과,,
 SN2611, D820S,2.4,3.9,4.1,2, DK2,1, 사외, 내업의장,20240223,,,, -3일, 도장(Paint),20240228, 3K, 선행도장부선행도장1과,20240220,
 SN2611, D840S,7.1,3.7,2.7,7, 3N,3, 사내, 내업의장,20240222, 선행의장,20240220,20240220, 6일, 도장(Paint),20240229, 3K, 선행도장부선행도장1과,,
 SN2611, E23GC,17,42.2,11.2,0, HNB,14, 사내, PE(PRE-ERECTION),20240220,,,, -3일, 올리기(BLOCK LIFT UP),20240220,,,,
 SN2611, E31GP,41.8,15.4,5.5,0, HNB,8, 사내, PE(PRE-ERECTION),20240222,,,, -1일, 올리기(BLOCK LIFT UP),20240222,,,,
 SN2611, E31GS,41.8,15.4,5.5,0, HNB,7, 사내, PE(PRE-ERECTION),20240222,,,, -1일, 올리기(BLOCK LIFT UP),20240222,,,,
 SN2611, E34GC,27,19.4,5.1,0, 3L,9, 사내, 도장(Paint),20240216, 도장,20240219,20240219, -2일, TURN OVER,20240221,,,,
 SN2611, E41UC,59.7,45.8,12.4,0, 2P4,13, 사내, PE(PRE-ERECTION),20240321,,,, 28일, 탑재(ERECTION),20240322, 3D, 건조2부건조2과,,
 SN2611, E42GC,21,45.6,5.8,0, 2P6,11, 사내, PE(PRE-ERECTION),20240219,,,, -4일, 올리기(BLOCK LIFT UP),20240219,,,,
 SN2611, E51GC,20.7,45.8,5.2,0, 2P3,23, 사내, PE(PRE-ERECTION),20240228,,,, 5일, 올리기(BLOCK LIFT UP),20240228,,,,
 SN2611, E52GC,23,45.6,5.5,0, 2P4,12, 사내, PE(PRE-ERECTION),20240229,,,, 6일, 올리기(BLOCK LIFT UP),20240229, F7Q, 해)구조부구조2과,,
 SN2611, F110P,14.1,12.3,3.5,21, 3K,13, 사내, 내업의장,20240123,,,, 4일, 도장(Paint),20240227, H, 선행도장부선행도장2과,,
 SN2611, F110S,14.1,12.3,3.5,21, 3L,11, 사내, 내업의장,20240123,,,, 4일, 도장(Paint),20240227, 3K, 선행도장부선행도장1과,,
 SN2611, F120C,14.1,14.1,4.3,20, NC,3, 사내, 내업의장,20240221,,,, 4일, 도장(Paint),20240227, H, 선행도장부선행도장2과,,
 SN2611, F210P,14.1,10.6,5.1,8, BNG9,1, 사외, 대조립(ASSEMBLY),20240131,,,, -25일, 내업의장,20240129, 75A1, 거창이엔지-성내생산부,,
 SN2611, F210S,14.1,10.6,5.1,8, BNG9,1, 사외, 대조립(ASSEMBLY),20240131,,,, -25일, 내업의장,20240129, 75A1, 거창이엔지-성내생산부,,
 SN2611, F220C,14.2,17.8,5.2,29, BNG9,1, 사외, 내업의장,20240223,,,, -3일, 도장(Paint),20240228, 3K, 선행도장부선행도장1과,20240220,
 SN2611, F230C,9.8,8.2,4.6,6, BNG9,1, 사외, 대조립(ASSEMBLY),20240125,,,, -38일, 내업의장,20240116, 75A1, 거창이엔지-성내생산부,,
 SN2611, F240C,12.7,13,4.3,44, 3P,17, 사내, 도장(Paint),20240220, 도장,20240221,20240221, 4일, TURN OVER,20240227,,,,
 SN2611, F310P,14.1,11.5,8.2,9, S2,2, 사내, 내업의장,20240223,,,, 10일, 도장(Paint),20240304, H, 선행도장부선행도장2과,,
 SN2611, F310S,14.1,11.5,8.2,9, GA,8, 사내, 대조립(ASSEMBLY),20240214,,,, 0일, 내업의장,20240223, UA, 전략생산팀(의장그룹)의장3과,,
 SN2611, F420P,17.7,15.5,8.2,42, 2P1,12, 사내, 내업의장,20240227,,,, 11일, 도장(Paint),20240305, H, 선행도장부선행도장2과,,
 SN2611, F440C,16.3,17,8.1,35, 2B7,3, 사내, 내업의장,20240227,,,, 6일, 도장(Paint),20240229, 3K, 선행도장부선행도장1과,,
 SN2611, F520P,17.7,18.5,6.3,81, 2B7,2, 사내, 대조립(ASSEMBLY),20240219,,,, -1일, 내업의장,20240222, FC4, 해)선행의장부선행의장3과,,
 SN2611, F520S,17.7,18.5,6.3,68, 2B7,25, 사내, 내업의장,20240229,,,, 10일, 도장(Paint),20240304, 3K, 선행도장부선행도장1과,,
 SN2611, G130S,6.6,15.3,4.3,18, OBI,1, 사외, TURN OVER,20240220,,,, 7일, 도장(Paint),20240314, 3K, 선행도장부선행도장1과,20240301,
 SN2611, M110P,10.2,20.9,6.3,84, 8QC,8, 사내, 올리기(BLOCK LIFT UP),20231110,,,,,,,,,,
 SN2611, M110S,10.2,20.8,6.3,79, 8QC,8, 사내, 올리기(BLOCK LIFT UP),20231110,,,,,,,,,,
 SN2611, M11UC,22.9,45.8,22.8,0, SGB,1, 사내, 도장(Paint),20240228,,,, -17일, INSULATION,20240206, SGB,,,
 SN2611, S15GP,40,19.9,7,0, 3R42,5, 사내, 도장(Paint),20240226,,,, 5일, 올리기(BLOCK LIFT UP),20240228,,,,
 SN2611, S15GS,40,19.9,7,0, 3R42,7, 사내, 도장(Paint),20240226,,,, 5일, 올리기(BLOCK LIFT UP),20240228,,,,
 SN2611, S17GP,35.2,20.3,11.9,0, 5K,1, 사내, 도장(Paint),20240223,,,, 4일, 올리기(BLOCK LIFT UP),20240227,,,,
 SN2611, S17GS,35.2,20.3,11.9,0, 5K,3, 사내, 도장(Paint),20240226,,,, 4일, 올리기(BLOCK LIFT UP),20240227,,,,
 SN2611, S200P,16.5,21.5,9.5,52, HND,1, 사내, 중국납품운송(IN),20240215,,,, 0일, 도장(Paint),20240223, H, 선행도장부선행도장2과,,
 SN2611, S200S,16.5,21.5,9.5,52, HND,2, 사내, 중국납품운송(IN),20240215,,,, 0일, 도장(Paint),20240223, 3K, 선행도장부선행도장1과,,
 SN2611, T13GC,30.8,31.9,2.8,0, 2P4,22, 사내, PE(PRE-ERECTION),20240220,,,, -2일, 올리기(BLOCK LIFT UP),20240221,,,,
 SN2611, T14GC,30.8,32.4,2.8,0, 2P4,23, 사내, PE(PRE-ERECTION),20240222,,,, 0일, 올리기(BLOCK LIFT UP),20240223,,,,
 SN2611, T150C,15,19.8,2.8,58, HB,2, 사내, 도장(Paint),20240223, 선행의장,20240203,20240202, 0일, 올리기(BLOCK LIFT UP),20240223,,,,
 SN2611, T350P,15.8,16.7,2.8,33, DK1,1, 사외, 도장(Paint),20240208, 선행의장,20240119,20240125, 0일, 올리기(BLOCK LIFT UP),20240223,,,,
 SN2611, T350S,15.7,15.7,2.8,32, HA,1, 사내, 도장(Paint),20240223, 선행의장,20240124,20240125, 0일, 올리기(BLOCK LIFT UP),20240223,,,,
 SN2611, Y740C,12,12,12,6, 5K,11, 사내, 도장(Paint),20240229,,,, 6일, 올리기(BLOCK LIFT UP),20240229,,,,
 SN2611, Y900P,8.6,6.4,2.4,39, HNC,14, 사내, 대조립(ASSEMBLY),20240312,,,,, 도장(Paint),20240402, FP, 선행도장부선행도장3과,,
 SN2612, A110P,6.3,4.8,11.5,19, 3A,1, 사내, BORING,20240220,,,,, 도장(Paint),20240313, FPS, 선행도장부선행도장3과,,
 SN2612, A110S,6.3,4.8,11.5,19, 3A,6, 사내, BORING,20240219,,,,, 도장(Paint),20240313, FPS, 선행도장부선행도장3과,,
 SN2612, A310P,18.1,19.8,5.9,106, 2B7,56, 사내, 내업의장,20240220,,,,, TURN OVER,20240226,,,,
 SN2612, A310S,18.1,21.2,5.9,93, 2B7,26, 사내, 내업의장,20240220,,,,, TURN OVER,20240226,,,,
 SN2612, B121P,21.5,15.7,3.2,110, OFD,1, 사내, 내업의장,20240220, 조립,20240214,20240214,, 대조립(ASSEMBLY),20240223, 52A, 판넬조립부대조립과,20240215,
 SN2612, B121S,21.5,15.7,3.2,101, OFD,1, 사내, 내업의장,20240220, 조립,20240214,20240214,, 대조립(ASSEMBLY),20240223, 52B, 판넬조립부대조립과,20240216,
 SN2612, B141P,20.4,15.7,3.2,107, 3R51,1, 사내, 내업의장,20240219, 선행의장,20240217,20240222,, 대조립(ASSEMBLY),20240221, 52A, 판넬조립부대조립과,,
 SN2612, B141S,20.4,15.7,3.2,99, DK1,1, 사외, 내업의장,20240219, 선행의장,20240215,20240219,, 대조립(ASSEMBLY),20240221, 52B, 판넬조립부대조립과,,
 SN2612, B150P,20.6,15.7,3.2,63, OFD,1, 사내, 내업의장,20240206, 선행의장,20240206,20240222,, 올리기(BLOCK LIFT UP),20240227,,,,
 SN2612, B150S,20.6,15.7,3.2,64, OFD,1, 사내, 내업의장,20240206, 선행의장,20240206,20240222,, 올리기(BLOCK LIFT UP),20240227,,,,
 SN2612, B160P,19.5,15.7,3.2,63, HSG2,1, 사외, 내업의장,20240207, 조립,20240205,20240202,, 올리기(BLOCK LIFT UP),20240226,,,20240223,
 SN2612, B160S,19.5,15.7,3.2,63, OBI,1, 사외, 내업의장,20240207, 선행의장,20240207,20240208,, 올리기(BLOCK LIFT UP),20240222,,,,
 SN2612, B170P,20.4,15.7,3.2,66, OBI,1, 사외, 내업의장,20240208, 선행의장,20240208,20240208,, 올리기(BLOCK LIFT UP),20240226,,,,
 SN2612, B170S,20.4,15.7,3.2,64, OBI,1, 사외, 내업의장,20240208, 선행의장,20240207,20240207,, 올리기(BLOCK LIFT UP),20240222,,,,
 SN2612, B180P,15,17.3,8.7,23, 2B6,2, 사내, 대조립(ASSEMBLY),20240219,,,,, 내업의장,20240221, 3J, 선행의장부선행의장1과,20240222,
 SN2612, B191P,15.5,3.6,3.2,17, BNG9,1, 사외, 내업의장,20240130,,,,, 대조립(ASSEMBLY),20240219, FA6, 해)조립부조립3과,,
 SN2612, B191S,15.5,3.6,3.2,17, BNG9,1, 사외, 내업의장,20240130,,,,, 대조립(ASSEMBLY),20240220, FA6, 해)조립부조립3과,,
 SN2612, B192P,15.5,13.3,7.7,14, HSG2,1, 사외, 중조(MID ASSEMBLY),20240130,,,,, 대조립(ASSEMBLY),20240219, FA6, 해)조립부조립3과,,
 SN2612, B192S,15.5,13.3,7.7,14, HSG2,1, 사외, 중조(MID ASSEMBLY),20240131,,,,, 대조립(ASSEMBLY),20240220, FA6, 해)조립부조립3과,,
 SN2612, D31AP,19.6,4.4,3.5,17, BNG9,1, 사외, 선행중조,20240205, 조립,20240205,20240202,, 중조(MID ASSEMBLY),20240216, 51A, 판넬조립부중조립과,,
 SN2612, D31AS,19.6,4.4,3.5,19, BNG9RD,1, 사외, 선행중조,20240206, 조립,20240205,20240202,, 중조(MID ASSEMBLY),20240216, 51A, 판넬조립부중조립과,,
 SN2612, D32AP,15.9,4.5,2.2,14, VA,8, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240219, N2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2612, D32AS,15.9,4.5,2.2,16, VA,8, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240220, N2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2612, D640S,18.4,10.5,4.6,27, 2C4,2, 사내, 대조립(ASSEMBLY),20240122,,,,, 내업의장,20240223, FC4, 해)선행의장부선행의장3과,,
 SN2612, D711S,5.2,5.9,1,4, 3R46,1, 사내, 내업의장,20240221, 선행의장,20240219,20240219,, 대조립(ASSEMBLY),20240312, 55A, 조립부조립1과,,
 SN2612, D712S,14.5,5.9,2.1,14, PS3,6, 사내, 내업의장,20240223,,,,, 대조립(ASSEMBLY),20240312, 55A, 조립부조립1과,20240308,
 SN2612, D713S,14.3,5.8,2.5,11, PS4,5, 사내, 내업의장,20240223,,,,, 대조립(ASSEMBLY),20240312, 55A, 조립부조립1과,20240308,
 SN2612, D714S,5.2,5.9,1,4, 3R46,1, 사내, 내업의장,20240221, 선행의장,20240219,20240219,, 대조립(ASSEMBLY),20240312, 55A, 조립부조립1과,,
 SN2612, E110P,17.4,16.6,7.8,29, KA,5, 사내, UNIT 의장,20240318,,,,, 올리기(BLOCK LIFT UP),20240320,,,,
 SN2612, E110S,17.4,16.6,7.8,27, 3L,5, 사내, UNIT 의장,20240318, 도장,20240216,20240216,, 올리기(BLOCK LIFT UP),20240320,,,,
 SN2612, E120P,8.9,11.2,6.7,3, PT1A,4, 사내, 도장(Paint),20240223,,,,, UNIT 의장,20240227, Z, 구매공통작업장,,
 SN2612, E120S,8.9,11.2,6.7,1, 3Q,4, 사내, 도장(Paint),20240223, 도장,20240222,20240222,, UNIT 의장,20240227, Z, 구매공통작업장,,
 SN2612, E140C,15.2,11.7,6.8,57, 3L,3, 사내, 도장(Paint),20240220,,,,, UNIT 의장,20240226, Z, 구매공통작업장,,
 SN2612, E150C,11.6,14.1,5,46, S1B,2, 사내, 선행의장(OUTFITTING),20240223,,,,, 도장(Paint),20240228, 3K, 선행도장부선행도장1과,,
 SN2612, E21PP,24.8,13.4,5.7,0, GC01,1, 사내, PE(PRE-ERECTION),20240216,,,,, 도장(Paint),20240308, H, 선행도장부선행도장2과,,
 SN2612, E21PS,24.8,13.4,5.7,0, DB,3, 사내, PE(PRE-ERECTION),20240206,,,,, 도장(Paint),20240306, FPS, 선행도장부선행도장3과,,
 SN2612, E230P,17,12.3,4.7,28,68,7, 사내, 선행의장(OUTFITTING),20240228,,,,, 도장(Paint),20240305, H, 선행도장부선행도장2과,,
 SN2612, E24PC,24.8,20.8,3.4,0, 8QB,10, 사내, PE(PRE-ERECTION),20240227,,,,, 도장(Paint),20240305, FPS, 선행도장부선행도장3과,,
 SN2612, E261C,17.4,17.5,6.3,71, 3I,9, 사내, 내업의장,20240220,,,,, 대조립(ASSEMBLY),20240215, 67A, 조립부조립4과,,
 SN2612, E310P,15,13.4,5,25, OBI,2, 사외, 대조립(ASSEMBLY),20240208,,,,, 선행의장(OUTFITTING),20240223, S1, 전략생산팀(의장그룹)의장3과,,
 SN2612, E310S,15,13.4,5,25, OBI,2, 사외, 대조립(ASSEMBLY),20240214,,,,, 선행의장(OUTFITTING),20240223, S1, 전략생산팀(의장그룹)의장3과,,
 SN2612, E320P,12.3,15.4,4.9,27, HSG2,1, 사외, 올리기(BLOCK LIFT UP),20240220,,,,,,,,,,
 SN2612, E32PS,27.4,15.4,5.5,0, 8QB,7, 사내, PE(PRE-ERECTION),20240306,,,,, 도장(Paint),20240311, 3K, 선행도장부선행도장1과,,
 SN2612, E330P,14.8,14.4,5.4,34, HNE,20, 사내, 선행의장(OUTFITTING),20240220,,,,, 올리기(BLOCK LIFT UP),20240221,,,,
 SN2612, E330S,14.8,14.4,5.4,30, HNE,4, 사내, 선행의장(OUTFITTING),20240220,,,,, 올리기(BLOCK LIFT UP),20240221,,,,
 SN2612, E340C,15.1,19.4,5.1,55, 3H,11, 사내, 선행의장(OUTFITTING),20240307,,,,, 올리기(BLOCK LIFT UP),20240312,,,,
 SN2612, E360C,9.8,4.9,1.8,6, 3I,3, 사내, 선행의장(OUTFITTING),20240223,,,,, 도장(Paint),20240228, 3K, 선행도장부선행도장1과,,
 SN2612, E370C,5.9,18.8,4.9,18, 3I,19, 사내, 선행의장(OUTFITTING),20240304,,,,, 도장(Paint),20240314, 3K, 선행도장부선행도장1과,,
 SN2612, E380C,2.5,18.8,3.7,14, 3I,11, 사내, 대조립(ASSEMBLY),20240206,,,,, 선행의장(OUTFITTING),20240223, 3I, 선행의장부선행의장2과,,
 SN2612, E430C,20.7,14.8,5.7,81, 3H,9, 사내, 선행의장(OUTFITTING),20240228, 도장,20240214,20240214,, 도장(Paint),20240306, FP, 선행도장부선행도장3과,,
 SN2612, E510P,20.8,13.7,5.3,49, 2A8,5, 사내, 대조립(ASSEMBLY),20240216,,,,, 선행의장(OUTFITTING),20240223, FC4, 해)선행의장부선행의장3과,,
 SN2612, E510S,20.8,13.7,5.3,51, 2A8,5, 사내, 대조립(ASSEMBLY),20240219,,,,, 선행의장(OUTFITTING),20240223, FC4, 해)선행의장부선행의장3과,,
 SN2612, F111P,14.1,12.3,3.5,35, HSG2,1, 사외, 내업의장,20240219, 선행의장,20240216,20240219,, 대조립(ASSEMBLY),20240216, 53C, 조립부조립3과,,
 SN2612, F111S,14.1,12.3,3.5,27, OFD,1, 사내, 내업의장,20240201, 선행의장,20240203,20240222,, 대조립(ASSEMBLY),20240216, 53C, 조립부조립3과,,
 SN2612, F42AP,12.8,9.1,4.2,16, 2B8,56, 사내, 선행중조,20240215,,,,, 중조(MID ASSEMBLY),20240220, FA6, 해)조립부조립3과,,
 SN2612, F42AS,12.8,9.1,4.2,16, 2C9,1, 사내, 선행중조,20240215,,,,, 중조(MID ASSEMBLY),20240219, FA6, 해)조립부조립3과,,
 SN2612, F42BP,8.1,6.9,3.3,7, 2C9,8, 사내, 선행중조,20240208,,,,, 중조(MID ASSEMBLY),20240223, FA6, 해)조립부조립3과,,
 SN2612, F42BS,8.1,6.9,3.3,8, 2C9,5, 사내, 선행중조,20240208,,,,, 중조(MID ASSEMBLY),20240223, FA6, 해)조립부조립3과,,
 SN2612, H110P,21.3,11.2,7.8,34, HZ05,24, 사내, 중국납품운송(IN),20240216,,,,, 올리기(BLOCK LIFT UP),20240305,,,,
 SN2612, H121S,21.5,7.3,4.9,49, OBI,1, 사외, 내업의장,20240201,,,,, 대조립(ASSEMBLY),20240215, 63B, 조립부조립2과,,
 SN2612, H122S,21.5,6.3,5.4,45, 63BAY,1, 사내, 내업의장,20240130,,,,, 대조립(ASSEMBLY),20240215, 63B, 조립부조립2과,,
 SN2612, H141P,20.4,7.2,4.9,41, HSG2,1, 사외, 내업의장,20240129,,,,, 대조립(ASSEMBLY),20240216, 63A, 조립부조립2과,,
 SN2612, H141S,20.4,7.2,4.9,41, HSG2,1, 사외, 내업의장,20240129,,,,, 대조립(ASSEMBLY),20240219, 63A, 조립부조립2과,,
 SN2612, H142P,20.4,6.8,5.6,46, OBI,1, 사외, 내업의장,20240202,,,,, 대조립(ASSEMBLY),20240216, 63A, 조립부조립2과,,
 SN2612, H142S,20.4,6.8,5.6,46, OBI,1, 사외, 내업의장,20240202,,,,, 대조립(ASSEMBLY),20240219, 63A, 조립부조립2과,,
 SN2612, K180C,,,,, 판넬조립부, 52BAY,,,, 조립,20240222,20240222,,,,,,,
 SN2612, K190C,15.5,12,3.2,39, 3M,10, 사내, 대조립(ASSEMBLY),20240219, 조립,20240219,20240220,, 내업의장,20240221, 3J, 선행의장부선행의장1과,20240307,
 SN2612, M11UC,22.9,45.8,22.8,0, DA,10, 사내, PE(PRE-ERECTION),20240327,,,,, 도장(Paint),20240403, D, 전략생산팀(전계장그룹)선실도장과,,
 SN2612, M510P,22.3,18.1,3.8,71, A4,4, 사내, 올리기(BLOCK LIFT UP),20240216,,,,,,,,,,
 SN2612, M510S,21.1,17.4,3.8,68, A4,6, 사내, 올리기(BLOCK LIFT UP),20240216,,,,,,,,,,
 SN2612, M610C,17.4,20,3.3,60, OD,14, 사내, TURN OVER,20240220,,,,, 올리기(BLOCK LIFT UP),20240221,,,,
 SN2612, M900P,4.7,5.8,4.6,2, PT2B,2, 사내, 도장(Paint),20240226,,,,, TURN OVER,20240227,,,,
 SN2612, M900S,4.7,5.8,4.6,2, PT2B,2, 사내, 도장(Paint),20240226,,,,, TURN OVER,20240227,,,,
 SN2612, S111P,21.3,15.4,2.6,99, HSG2,1, 사외, 내업의장,20240208, 선행의장,20240214,20240214,, 대조립(ASSEMBLY),20240221, 52A, 판넬조립부대조립과,,
 SN2612, S111S,21.3,15.4,2.6,99, HSG2,1, 사외, 내업의장,20240208, 선행의장,20240214,20240214,, 대조립(ASSEMBLY),20240221, 52B, 판넬조립부대조립과,,
 SN2612, S112P,21.3,6.2,4.2,20, 3L,16, 사내, 내업의장,20240206,,,,, 대조립(ASSEMBLY),20240221, 52A, 판넬조립부대조립과,,
 SN2612, S112S,21.3,6.2,4.2,20, 3L,16, 사내, 내업의장,20240207,,,,, 대조립(ASSEMBLY),20240221, 52B, 판넬조립부대조립과,,
 SN2612, S113P,20.8,5.7,2.8,31, BNG9,1, 사외, 내업의장,20240208, 선행의장,20240205,20240205,, 대조립(ASSEMBLY),20240221, 52A, 판넬조립부대조립과,,
 SN2612, S113S,20.8,5.7,2.8,31, BNG9,1, 사외, 내업의장,20240207, 선행의장,20240205,20240205,, 대조립(ASSEMBLY),20240221, 52B, 판넬조립부대조립과,,
 SN2612, S121P,21.5,15.4,2.6,90, OBIRD,1, 사외, 내업의장,20240221, 선행의장,20240216,20240219,, 대조립(ASSEMBLY),20240227, 52A, 판넬조립부대조립과,,
 SN2612, S121S,21.5,15.4,2.6,86, OBIRD,1, 사외, 내업의장,20240222, 선행의장,20240217,20240219,, 대조립(ASSEMBLY),20240227, 52B, 판넬조립부대조립과,,
 SN2612, S131P,20.8,15.4,2.6,94, HSGK,1, 사외, 내업의장,20240220, 선행의장,20240216,20240219,, 대조립(ASSEMBLY),20240223, 52A, 판넬조립부대조립과,,
 SN2612, S131S,20.8,15.4,2.6,94, HSGK,1, 사외, 내업의장,20240220, 선행의장,20240216,20240219,, 대조립(ASSEMBLY),20240223, 52B, 판넬조립부대조립과,,
 SN2612, S132P,20.8,5.7,4.2,20, RPS1,1, 사내, 내업의장,20240219,,,,, 대조립(ASSEMBLY),20240223, 52A, 판넬조립부대조립과,,
 SN2612, S132S,20.8,5.7,4.2,20, RPS1,1, 사내, 내업의장,20240219,,,,, 대조립(ASSEMBLY),20240223, 52B, 판넬조립부대조립과,,
 SN2612, S141P,20.4,15.4,2.6,84, 판넬조립부, 51BAY,,,, 조립,20240220,20240221,,,,,,,
 SN2612, S141S,20.4,15.4,2.6,83, 판넬조립부, 51BAY,,,, 조립,20240221,20240221,,,,,,,
 SN2612, S142P,20.4,5.7,4.2,19, PS3,7, 사내, 내업의장,20240220,,,,, 대조립(ASSEMBLY),20240227, 52A, 판넬조립부대조립과,,
 SN2612, S142S,20.4,5.7,4.2,19, PS3,7, 사내, 내업의장,20240220,,,,, 대조립(ASSEMBLY),20240227, 52B, 판넬조립부대조립과,,
 SN2612, S150P,20.6,18.1,5.4,59, HSG2,1, 사외, 대조립(ASSEMBLY),20240216, 조립,20240216,20240215,, 내업의장,20240226, 3J, 선행의장부선행의장1과,20240226,
 SN2612, S150S,20.6,18.1,5.4,60, 3R34,9, 사내, 대조립(ASSEMBLY),20240220, 조립,20240219,20240219,, 내업의장,20240226, 3J, 선행의장부선행의장1과,20240220,
 SN2612, S160P,19.5,18.1,5.4,57, 판넬조립부, 52BAY,,,, 조립,20240220,20240221,, 선행의장,20240222,,,20240222,
